lat,lng
56.9,35.9
30.3,120.2
51.7,35.7
23,120.2
41,75
37.5,127
19.4,-99.1
46.3,48
50.4,30.5
30.3,120.2
24.1,120.7
55.7,12.5
28.2,113.1
50.6,36.6
41.8,22
23.1,113.3
51.7,39.2
30.3,120.2
-22.8,-43.2
23.5,121
56.1,40.4
33.9,-5.5
25,121.5
55.7,37.6
53.2,50.1
30,31.2
53,36.1
53.9,86.7
50,36.3
20,77
57,41
23.1,113.3
23.1,113.3
30.3,120.2
55.8,37.6
50.4,30.5
39.7,-105.2
53.4,-3
49.1,33.4
56.6,47.9
55.2,61.4
59.6,33.5
25,121.5
22.5,114.1
23.5,121
54.3,48.4
57,41
30.3,120.2
51.7,39.2
53,36.1
25,121.5
49.4,32.1
50.6,36.6
58.7,31.8
40.1,44.1
42.4,-83.1
30.3,120.2
58,56.3
-34.8,-58.4
50.6,36.6
59.9,30.3
-33.9,151.1
25,121.3
50,36.3
30.6,114.3
40,45
58.6,49.7
53,36.1
55.2,59.7
55.2,61.4
55.9,37.6
48.9,38.4
-0.2,-78.5
46.7,32.6
45,34.1
49,12.1
58,56.3
55.7,37.6
55.7,12.5
10.1,-66.9
56.3,44
55.3,61.4
25,121.5
57.8,40.9
55.2,61.4
23.5,121
49.8,30.1
36.7,117
36.6,127.5
62.1,65.4
30.3,120.2
53.5,49.3
55.2,61.4
55.8,37.6
45,35.4
37.5,121.4
48,37.9
50,36.3
40.2,44.5
41.2,123.1
50.4,30.5
53.2,50.1
23.1,113.3
51.9,36.3
24.1,120.7
53.7,23.8
39.9,116.4
36.1,103.8
24.1,120.7
-6.3,106.5
50,36.3
23.1,113.3
56.9,60.6
57,41
29,-111.7
55.7,37.6
46.4,20.1
24.1,120.7
37.5,127
48.6,39.3
44.2,42.1
53.1,36.2
23.1,113.3
50.9,34.8
41.7,44.8
55.7,37.6
48.7,44.5
39.2,-119.9
25.3,55.3
50.6,36.6
50.6,36.6
54.6,39.7
55,60.1
55.7,37.6
55.7,37.6
50.6,36.6
-34.8,-58.5
51.5,-0.1
52.6,19.1
51.3,9.5
44.6,33.5
50,36.3
19.7,-101.1
55.2,61.4
49.3,-123.1
25.3,55.3
22.6,120.4
22.5,114.1
46.5,30.7
30.3,120.2
37.5,127
48.8,9.2
22.6,120.3
56.9,35.9
56.4,60.2
-33.7,-65.5
36.6,127.5
55.7,37.6
55.7,37.6
55.8,37.6
56.9,53.2
56.6,47.9
55.4,42.5
34.5,135.6
37.5,121.4
51.9,36.3
32.7,51.7
51.7,35.7
53.2,50.1
-0.2,-79.1
55.7,37.6
51.7,39.2
47,28.9
49.8,30.1
-22.8,-43.2
25.8,-80.2
48.5,35
57.8,40.9
36.7,117
23.1,113.3
55.8,49.2
37.8,-97.8
54.8,56
24.1,120.7
19.7,-100.6
51.5,-0.1
48.7,44.5
42.9,74.6
51.7,39.2
58,56.3
55,60.1
59.9,30.3
55.2,61.4
51.7,36.2
34.1,-118.3
51.1,15.9
54.8,56
55.2,61.4
42,43.5
51.7,36.2
56.9,53.2
55,73.4
56.3,44
51.3,9.5
39,-77.5
49.8,24
56.9,35.9
53.2,50.1
32.1,118.8
23,120.2
59.5,32
-33.5,-70.7
51.7,36.2
50.5,30.5
34.1,-118.3
24.9,118.6
32.1,118.8
55.2,61.4
55.2,61.4
47.5,42.2
54.2,37.6
-23.5,-46.6
23.5,121
47,28.8
42,43.5
23.5,121
40.2,44.5
49.4,32.1
48.9,38.4
13.8,100.5
-33.9,151.2
23.7,90.4
34.2,-118.4
25,121.3
56.2,47.3
51.3,9.5
30,31.2
22.5,114.1
39.8,34.8
36.1,-115.1
23.5,121
55.2,61.4
26.1,119.3
14.6,121
41.7,44.8
47,28.8
14.6,121.3
46,25
34.7,113.5
56.8,53.2
57,41
46.8,29.5
37.5,127
22.8,108.3
40.2,44.5
28,-82.4
31,121.4
39,-77.5
31.5,104.8
35.2,115.4
56.8,61.3
56.3,44
46.5,30.7
56.4,41.3
55.3,61.4
44.1,39.1
44,21
48.5,35
53.4,56.1
32.8,-96.8
29,-111.7
47.7,-122.3
30.7,104.1
55.9,37.8
50.9,34.8
64.6,39.8
50.5,30.5
40.1,44.1
30.6,114.3
53.2,50.1
23.5,121
-22.9,-42
41.9,-87.6
23,120.2
51.9,36.3
44.7,37.8
51.7,36.2
-34.7,-58.8
30.3,120.2
55.2,61.4
56.3,44
41.8,22
44,-103.4
54.8,56
59.4,28.6
55.2,61.4
56.1,40.4
56,37.5
23,120.2
56.4,44.1
50.4,30.5
48,37.8
48.1,37.9
56.1,40.4
34.8,113.7
33.1,-80
49.1,33.4
51.9,36.3
55.7,37.6
32.1,118.8
37.8,-97.8
32.9,-96.7
34.8,113.7
56,24
55.4,43.8
42,24.9
45,42
30.3,120.2
56.6,47.9
45.6,38.9
55.2,61.4
51.7,39.2
47.8,27.9
50,36.3
44.8,-63.7
55.7,37.6
23.1,113.3
54.6,39.7
36.7,117
47.6,-122.3
56.8,56.4
52.6,39.6
44.1,39.1
32.1,118.8
37.5,127
51.8,55.1
13.1,80.3
55.2,61.4
44.8,-93.2
23.5,121
32.8,-96.9
40.5,47.5
25,121.3
57,41
52.6,39.6
53.2,50.1
51.7,36.2
30.3,120.2
52.6,39.6
37.5,127
50.6,36.6
37.5,127
37.5,127
58,38.8
56,37.5
13.8,100.5
51.7,55.4
31.9,117.3
26.3,89.4
32.1,118.8
30.3,120.2
34,-117.8
55.4,42.5
23.5,121
56.9,60.6
56.3,44
47.1,15.6
48,68
50.4,30.5
56.1,47.3
41.6,-93.8
50.6,36.6
31,121.4
55.3,38.7
48,37.8
56,37.9
-34.8,-58.3
20,77
48.7,44.5
51.9,36.3
-16.7,-49.3
37.5,127
44.4,26.1
49.6,34.5
52.2,20.8
37.5,127
56.9,60.6
55.3,86.1
55.2,61.4
58,56.3
23.5,121
53.2,45
57.8,40.9
51.3,9.5
-23.5,-46.6
56,92.9
56.9,35.9
57.2,65.5
32.1,118.8
23.5,121
51.7,39.2
54.6,39.7
50.6,36.6
35.6,139.8
55.7,37.6
55.4,43.8
55.7,37.6
48.9,2.3
43.4,24.6
55.7,37.6
23.5,121
46.3,-94.1
55.2,61.4
56.7,43.5
24.8,121
58.6,49.7
48.5,35
23.7,90.4
50.4,30.5
55.7,37.6
53.1,36.2
47.9,35.3
24,120.6
39.9,-75.1
31,121.4
32.1,118.8
50.4,30.5
34.1,-118.3
22.5,114.1
45.3,37.4
30.3,120.2
56.9,60.6
24.1,120.7
23.5,121
30.6,114.3
23.5,121
50.6,36.6
34,-117.9
50.4,30.5
55.2,61.4
-20,-43.9
24.9,67.1
23.1,113.3
56.1,60.7
47.2,19.3
51.3,9.5
-22.8,-43.2
37.5,127
56.6,47.9
44,21
38.6,-90.2
33.3,-96.4
31.9,117.3
47,28.8
37.5,127
-38.7,-72.6
55.7,38
58,56.3
23.5,121
22.3,91.8
58.7,31.8
-23.2,-46.9
46.8,29.5
40.7,109.8
52.3,43.8
53.2,50.1
24.1,120.7
35.2,115.4
58.6,49.7
52.6,39.6
30.6,114.3
55.8,60.7
30.6,114.3
48,37.8
24.1,120.7
-22.7,-42.6
50.6,36.6
25,121.5
47.2,39.7
24.1,120.7
55.8,37.6
53.2,50.1
25,121.5
31.9,117.3
55.7,37.6
50,36.3
22.5,114.1
59.2,39.9
55.4,37.8
24.1,120.7
37.5,127
54.8,56
-26.2,28.1
45.9,-119.7
31.9,117.3
25,102.7
55.2,61.4
23.5,121
30,31.2
56.3,44
23.5,121
53,36.1
52.2,20.8
17.4,78.5
14,-14
40.4,-3.7
51,-114.1
50.6,36.6
23.5,121
55.2,61.4
37.8,-97.8
50.6,36.6
25,121.5
34,-117.9
23.5,121
51.2,16.2
23.5,121
47.2,39.7
56.9,53.2
51.9,36.3
-27.5,153
50.6,36.6
31.9,117.3
23,120.2
55.9,26.5
22.3,114.2
52.4,9.6
30.6,114.3
55.2,61.4
55.8,37.3
22.5,114.1
56.6,47.9
56.9,35.9
31.9,117.3
24.1,120.7
50.5,30.5
55.2,59.7
32.8,35.1
57.6,39.9
23.7,90.4
-23.6,-70.4
39.6,-104.9
48,37.9
-20.7,-47.9
38.6,-121.5
55.7,38
53.1,36.2
45,39
54.6,39.7
29,-111.7
25,121.5
58.6,49.7
50.3,28.7
32.1,118.8
19,72.8
22.3,114.2
55,82.9
51.9,36.3
19.4,-99.1
23.5,121
55.7,37.6
51.7,55.4
23.5,121
56.9,35.9
34.3,108.9
55.8,60.7
31.9,117.3
31.9,117.3
22.9,120.3
48,37.8
34.8,113.7
54.9,37.4
30.7,104.1
52,127.7
40.2,44.5
58.6,49.7
34.7,113.5
-2.2,-79.9
50.4,30.5
22.3,91.8
59.9,30.3
47,28.8
21.2,-102.5
34.8,113.7
23,120.2
37.5,127
39.9,116.4
-24.9,-49.3
31,121.4
23.5,121
55.7,37.6
32.7,51.7
50.4,30.5
47.5,19.1
53.5,49.3
49.8,30.1
20,110.3
22.5,114.1
48.2,16.4
55.7,37.6
35.6,139.8
31.5,34.8
53.5,49.6
50.5,30.5
40,45
46.8,29.5
50.4,30.5
43.2,-77.7
53.9,27.6
34.8,113.7
10.5,-66.9
55.7,37.6
14,-14
29.1,119.6
57.6,39.9
48,37.8
52.6,19.1
53.1,36.2
54,86.7
54.4,18.6
25,121.5
52.4,4.9
55.7,37.6
55.2,61.4
41.9,-85
32.8,35
55.7,37.6
56.5,-3
53.9,27.6
43.2,-77.7
34.1,-118.3
58,56.3
31,121.4
52.2,21
-22.8,-43.2
33.7,73.1
52.6,39.6
55.3,61.4
49.1,33.4
50.6,36.6
40.7,14.8
44.4,26.1
55.7,37.6
-22.8,-43.2
32.8,-96.9
28.5,53.3
55.3,61.4
22.5,114.1
56.1,40.4
36.1,103.8
51.7,36.2
56.8,53.2
19.5,-99.2
48.3,40.3
51.7,36.2
35.7,51.4
53,28
23.5,121
54.6,52.5
29.7,-95.5
46.5,30.7
54.7,20.5
30,70
45.8,38.6
55.7,37.6
50.4,30.5
50.4,30.5
55.7,37.6
46.5,30.7
41,20
31,121.4
53.9,27.6
55.7,37.6
55.7,37.6
13,77.6
44.7,37.8
55.2,59.7
35.2,115.4
48.3,25.9
32.1,118.8
25,118.5
30.3,120.2
45,42
37.5,127
51.7,55.4
56.1,40.4
55.2,61.4
60.6,15.6
55.2,61.4
24.9,118.6
31.9,117.3
48.9,2.3
48.3,38.1
51.5,7
55.2,61.4
40,45
43.1,12.1
37.5,121.4
30.3,120.2
55,60.1
59.3,18
55.2,61.4
48.3,37.2
56.1,47.5
32.1,118.8
48.1,37.9
50.4,30.5
48.9,2.3
37.4,127.1
32.6,-96.9
32.1,118.8
55.2,61.4
35.8,127.1
24.9,118.6
56.9,35.9
32.1,118.8
28.6,115.9
56,38
6.1,1.2
37.3,-121.9
53.9,27.6
55.1,59.5
50.6,36.6
32.8,35
-29.4,-66.8
-22.8,-43.2
31.9,117.3
23.5,121
16.9,74.6
34,-117.9
37.5,127
51.7,55.4
46.3,48
55.7,37.6
48.9,2.3
22.6,120.4
22.6,120.3
23.5,121
55.7,37.6
34.3,108.9
54.9,43.3
41.8,-72.7
41,75
48,37.9
54.1,38.2
34.1,-118.3
34.8,113.7
37.5,127
-22.5,-44.2
-22.8,-43.2
34,-117.9
57.8,40.9
53.9,27.6
42,43.5
32.1,118.8
55.2,61.4
53.1,46.6
41,20
47.6,19.1
50.1,8.9
53.5,49.3
56.2,44.2
56.6,47.9
40.3,44.6
55.3,61.4
56.9,35.9
56.1,40.4
22.3,114.2
33.8,-117.8
35.2,115.4
49.8,24.9
30.6,114.3
55.7,37.6
56,43.1
32.8,-96.9
-21.8,-46.6
17.4,78.5
32.1,118.8
55.2,61.4
39.8,-82.8
-33.5,-70.7
30.6,114.3
-22.8,-43.2
55.7,37.6
55.7,37.6
55.1,37.5
45.8,126.7
53.1,36.2
41.9,-87.9
29.9,121.5
35.2,115.4
54.2,45.2
55.7,37.6
26,-80.3
-29.4,-66.8
50.4,30.5
53.5,10.1
-22.8,-43.2
30.9,-89.9
-20.5,-47.4
55,73.4
52,7.6
47,28.8
43.8,10.4
29.9,121.5
40.5,-74.2
31.8,120
22.6,120.4
54,38.5
35.1,129
44.2,42.1
25,121.5
30.6,114.3
-34.6,-58.4
16.1,108.2
42.1,21.7
37.5,127
55.1,61.6
46.3,48
48,37.8
51.3,58.2
58.7,31.8
53.2,50.1
51.2,58.3
51.8,55.1
32.1,118.8
56.1,47.3
55.2,61.4
51.7,55.4
30.7,104.1
-20.8,-49.4
49.3,-123.1
32.1,118.8
34,-117.9
53,28
14,-14
48.5,35
29.9,121.5
1,38
43.3,76.9
29.9,121.5
30.9,-89.9
29.9,121.5
50.9,4.4
30.3,120.2
25,121.5
29.9,121.5
47.1,24.5
34,-117.9
29,77.7
48,37.8
21,105.9
22.6,120.4
-33,-71.6
54.3,48.4
29.9,121.5
47,32
30.7,104.1
29.9,121.5
55,50.1
48.5,32.3
51.3,58.2
55.7,37.6
46.9,-96
48.8,37.6
56.2,47.3
34,-117.9
24.1,120.7
31.9,117.3
30.7,104.1
32.1,118.8
39.9,116.4
52.8,52.3
56.2,47.3
56.3,44
37.5,121.4
40.3,-3.9
32.1,118.8
51.9,36.3
53,36.1
55.9,48.3
42,43.5
22.6,120.4
55.8,49.2
56.2,47.3
30.6,114.3
49.4,32.1
55.8,49.2
48.5,32.3
55.8,49.1
51.7,39.2
55,60.1
30.7,104.1
55.9,48.3
23.1,113.3
29.9,121.5
52.8,52.3
53.2,50.1
56.6,47.9
34.7,113.5
39.9,116.4
25,121.5
56.1,47.3
55.3,61.4
50.6,137
55,73.4
29.9,121.5
29.9,121.5
-22.8,-43.2
32.1,118.8
56.2,47.3
28.6,115.9
49.8,30.1
38.7,-9.1
51.8,55.1
45,42
54.9,52.3
53,28
32.1,118.8
28.6,115.9
29.9,121.5
29.9,121.5
55.4,43.8
46.3,48
-41.5,-72.9
28.6,115.9
28.6,115.9
50.9,34.8
55,50.1
32.1,118.8
32.8,-96.8
55.2,61.4
54.7,25.3
23.5,121
51.7,36.2
51.8,55.1
50.5,30.5
52.7,41.4
55.2,61.4
55.3,60.4
-37.7,-59.8
50.4,30.5
28.6,115.9
28.6,115.9
-12.1,-77.1
48.5,32.3
23.5,121
8,-66
53.2,50.1
57,24.1
-23.1,-46.6
28.6,115.9
51.7,36.2
47,28.8
41.7,44.8
51.2,58.3
22.3,114.2
29.9,121.5
30.3,120.2
54.3,48.4
51.9,36.3
29.9,121.5
51.5,-0.1
54.1,44.9
4.6,-74.1
50.6,36.6
51.7,36.2
48.5,32.3
-41.5,-72.9
51.5,46
49.4,32.1
28.6,115.9
57,24.1
56.8,53.2
56.9,60.6
30.3,120.2
48.5,32.3
36.7,117
52.7,41.4
29.9,121.5
-38.7,-72.6
48.5,32.3
32.1,118.8
31,121.4
51.3,9.5
56.2,47.3
51.8,55.1
54.3,48.4
39.1,-94.6
41,75
54.2,45.2
50.6,36.6
29.9,121.5
-29.4,-66.8
55.7,37.6
57.8,40.9
22.6,120.4
47.5,19.1
55.8,49.2
31.9,117.3
48.8,37.6
13,77.6
34.1,-118.3
28.6,115.9
30.7,104.1
55.7,37.6
54.3,48.4
31.5,34.8
55,60.1
51.8,55.1
48.5,32.3
55.6,37.9
36.8,10.2
30,70
48.1,37.9
50.4,30.5
50.5,30.5
57,25
46.3,48
52.8,52.3
51.7,39.2
32.8,-96.9
55.2,61.4
50.6,26.2
53.4,59
48.8,37.6
32.1,118.8
28.6,115.9
56.2,47.3
55.2,61.4
56.4,41.3
-33.5,-70.7
46.3,48
46.3,48
48.5,32.3
28.6,115.9
48.5,32.3
54.3,48.4
53.9,27.6
55.2,61.4
29.9,121.5
51.3,58.2
56.2,47.3
51.7,36.2
48.5,32.3
54.9,47.5
36.7,117
30.3,120.2
51.3,58.2
29.9,121.5
50.4,30.5
53,28
42,43.5
55,60.1
30.3,120.2
55.3,61.4
54.3,48.4
54.3,48.4
30.6,114.3
28.6,115.9
55.2,61.4
56.4,60.2
28.6,115.9
40,45
37.5,126.7
55.3,61.4
37.8,-97.8
45.5,-73.6
50.4,30.5
56.2,47.3
55.2,61.4
22.5,114.1
50.6,36.6
56.9,35.9
28.6,115.9
53.2,50.1
55.2,61.4
50.5,30.5
51.7,39.2
28.6,115.9
56.1,47.5
44.8,-93.2
55.8,52.1
47.2,39.7
28.6,115.9
29.9,121.5
47,28.8
52.8,52.3
31,121.4
29.9,121.5
54.3,48.4
51.7,55.4
39.9,116.4
56.4,38.7
51.7,36.2
46.9,-96.8
18,-76.8
52.7,41.4
53.3,34.4
47.7,-122.3
51.8,55.1
29.9,121.5
56.2,47.3
55.9,26.5
57.2,26.9
52.6,19.1
28.6,115.9
50,36.3
50.9,4.4
59.3,18.1
54.4,61.3
45,34.1
52.8,32.2
28.6,115.9
29.9,121.5
48.9,37.6
48.5,135.1
48,37.8
45,39
-40.6,-73.1
56.8,53.2
53.1,36.2
48.5,32.3
28.6,115.9
45.5,23.4
50.8,25.3
50.6,36.6
17.3,78.5
51.7,55.4
45.8,126.7
28.6,115.9
49.6,34.5
22.5,114.1
-33.5,-70.7
45.9,40.1
46.4,34.2
35.5,-118.9
24.1,120.7
45.5,-73.6
30.7,104.1
48,37.9
29.9,121.5
51.9,36.3
48.8,37.6
55.1,21.9
48.5,35
28.6,115.9
34,-117.9
28.6,115.9
29.9,121.5
50.3,28.7
29.9,121.5
28.6,115.9
28.6,115.9
28.6,115.9
28.6,115.9
28.6,115.9
29.9,121.5
51.8,55.1
54.6,52.5
55.7,37.6
56,43.1
32.1,118.8
-41.5,-72.9
34,-117.9
51.7,55.4
30.3,120.2
51.8,55.1
29.9,121.5
30.7,104.1
48,37.8
51.7,55.4
30.3,120.2
53,28
55.3,86.1
48.5,35
56.4,24.2
-40.6,-73.1
34.7,135.2
44.7,37.8
55.2,61.4
45.5,-73.6
55.8,49.1
39.9,116.4
54.4,38.3
23.5,121
24.1,120.7
47.2,39.7
28.6,115.9
55.2,59.7
45,34.1
55.2,61.4
51.3,37.5
57.8,40.9
54.2,78.7
57.8,40.9
28.6,115.9
28.6,115.9
55.7,37.6
38.7,-90.5
28.6,115.9
49.6,34.5
50.6,36.6
29.9,121.5
29.9,121.5
51.9,36.3
55.2,61.4
39.9,116.4
57,41
30.6,114.3
39.2,-119.9
50.4,30.5
56.1,47.3
55.8,37.6
53,28
28.6,115.9
28.6,115.9
51.7,55.4
56.1,47.5
48,37.9
30.7,104.1
50.6,36.6
53,28
48.5,32.3
55.7,37.6
49.4,32.1
55,60.1
55,60.1
28.6,115.9
28.6,115.9
41,29
55.7,37.6
45.5,-73.6
50,36.3
56.1,40.4
52.7,41.4
59.9,30.3
45.5,-73.6
69,33.1
37.5,127
50.4,30.5
55.5,65.3
32.1,118.8
50,36.3
51.9,36.3
39.9,116.4
51.2,58.3
23.5,121
29.9,121.5
49.8,73.1
55.7,37.6
48,37.9
28.6,115.9
52.7,41.4
32.1,118.8
50.5,30.5
53.2,50.1
55,60.1
32.1,118.8
45.5,-73.6
48.5,32.3
47.6,-116.9
28.6,115.9
28.6,115.9
49.4,32.1
13.8,100.5
31,121.4
22.5,114.1
55,73.4
23.5,121
22.5,114.1
34.1,-118.3
36.1,103.8
29.9,121.5
22.3,114.2
29.9,121.5
56.3,44
28.6,115.9
52.3,21
52.4,4.9
56.9,35.9
45.5,-73.6
56.2,47.3
54.6,52.8
-39.8,-73.2
28.6,115.9
55.2,61.4
51.9,36.3
34.8,113.7
51.2,58.3
55.2,59.7
28.6,115.9
55.7,37.6
55.2,61.4
46,25
29.9,121.5
55.7,37.6
55,60.1
54.1,44.9
48.9,2.3
38.4,27.2
23.5,121
56.1,47.3
20,77
48.9,2.3
37.5,127
55.8,38
55,60.4
28.6,115.9
48.5,32.3
54.8,56
51.3,58.2
14.6,-90.5
55.2,61.4
55.7,37.6
47.9,35.3
51.3,58.2
45.5,-73.6
63.2,75.6
45.5,-73.6
45.5,-73.6
52.7,41.4
56.2,47.3
38.7,-77.2
28.6,115.9
49.8,73.1
53,28
35.7,139.7
54.8,56
55.2,61.4
47,28.8
45.5,-73.6
56.1,40.4
45.5,-73.6
56.2,47.3
55.2,61.4
48.5,35
35.7,139.7
46,105
36.7,117
53,36.1
48.8,37.6
29.9,121.5
56.9,24.3
55.9,26.5
56.8,53.2
49.4,32.1
45.5,-73.6
54.3,48.4
43.9,18.4
56.3,38.1
45.5,-73.6
46.5,30.7
48.5,32.3
56.9,35.9
51.8,55.1
47.2,39.7
55.8,37.6
48.7,44.5
44.6,41
29.9,121.5
56.2,47.3
28.1,-80.6
57.8,40.9
-36.8,-73
28.6,115.9
55.9,48.3
43.1,131.6
24.1,120.7
45.5,-73.6
54.8,56
30.7,104.1
54.3,48.4
55.7,37.6
53.2,50.1
45,34.1
56.9,60.6
28.6,115.9
28.6,115.9
28.6,115.9
45.5,-73.6
54.2,45.2
34.7,113.5
55.8,37.6
29.9,121.5
50.4,30.5
-22.8,-43.2
45.5,-73.6
55.7,37.6
39.8,-75.5
57,24.1
28.6,115.9
50,36.3
50.4,30.5
55.3,37.5
65.9,57.5
-23.5,-47.3
51.9,36.3
54.3,48.4
45.6,38.9
20,77
37.5,127
55.2,61.4
29.9,121.5
51.8,55.1
40,45
45.5,-73.6
42,43.5
29.9,121.5
23,120.2
36.7,117
23.5,121
30.1,31.3
37.8,-97.8
30.3,120.2
23.5,121
20,77
55.2,61.4
30.7,104.1
48.8,37.6
28.6,115.9
51.2,58.6
23.5,121
49.8,30.1
-33,-71.6
29.9,121.5
28.6,115.9
55.2,61.4
48.5,32.3
29.9,121.5
28.6,115.9
51.5,-0.1
55.6,51.8
57,54
28.6,115.9
56.2,47.3
51.5,31.3
-25.4,-49.3
56.9,53.2
28.6,115.9
48.5,35
56.2,47.3
28.6,115.9
51.2,58.3
48.9,2.3
32.1,118.8
23.5,121
29.9,121.5
28.6,115.9
58.6,49.7
17.4,78.5
30.3,120.2
42,43.5
22.5,114.1
29.9,121.5
48.8,37.6
3.2,101.7
37.5,-122.4
45,42
51.8,55.1
55.2,61.4
54.6,52.8
29.9,121.5
54.3,48.4
55.2,61.4
56.9,53.2
55.2,61.4
55.7,37.6
28.6,115.9
50.4,30.5
50.5,30.5
48,37.8
29.9,121.5
51.2,58.3
64.6,39.8
51.8,55.1
48.9,37.6
38.5,-90.4
44.9,33.8
28.6,115.9
46.5,11.3
44.2,42.1
-22.9,-43.1
49.4,32.1
48,37.8
51.8,55.1
30.3,120.2
45.5,-73.6
29.9,121.5
28.6,115.9
50.5,30.5
46.3,48
47.1,51.9
54.3,48.4
54.7,20.5
28.6,115.9
29.9,121.5
55,73.4
46.3,48
36.7,117
51.7,55.4
48.5,32.3
53.1,36.2
28.6,115.9
50.5,30.5
29.9,121.5
50.4,30.5
54.8,32
50.6,36.6
29.9,121.5
41.9,-87.6
55.9,37.7
40.4,-3.7
29.9,121.5
56.4,60.2
30.3,120.2
32.1,118.8
19,72.8
34.7,-86.6
28.6,115.9
28.6,115.9
28.6,115.9
57,25
30.1,31.3
28.6,115.9
-38.5,-72.4
28.6,115.9
48.5,35
54.9,52.3
29.9,121.5
35.7,51.3
48.8,37.6
55.2,61.4
-26,32.6
45.4,11.4
56.6,47.9
31,121.4
51.7,55.4
53.2,50.1
52.8,52.3
56.2,47.3
29.9,121.5
43.7,-79.4
37.8,-97.8
53,28
54.8,56
56.1,47.3
25,121.5
55.9,48.3
-33.5,-70.7
55.8,49.1
23.5,121
59.3,18.1
55.2,61.4
47.4,8.5
40.5,-74.3
51.3,58.2
57,41
29.9,121.5
13.8,100.5
55,50.1
55,50.1
52.6,39.6
28.6,115.9
48.5,32.3
55.8,48.5
47.9,35.3
34.8,113.7
48.9,2.3
50.3,28.7
28.6,115.9
30.3,120.2
48.5,32.3
50,36.3
29.9,121.5
32.1,118.8
52.7,41.4
37.5,127
55,73.4
53.9,27.6
23.1,113.3
48.7,44.5
29.9,121.5
37.5,126.7
51.9,36.3
29.9,121.5
29.9,121.5
51.7,55.4
55.3,61.4
50.4,30.5
28.6,115.9
48.7,44.5
56,38
19,-98.2
56.9,53.2
54.7,20.5
49.6,34.5
55.8,37.6
28.6,115.9
37.8,-97.8
10.2,-67.6
24.9,67.1
45.5,-73.6
28.6,115.9
44,21
55.8,37.6
21,105.9
30.7,104.1
56.9,24.1
56.3,44
28.6,115.9
47,28.8
-22.8,-43.2
-22.8,-43.2
37.5,127
55,50.1
41.4,-75.7
64.6,39.8
52.6,39.6
45,34.1
22.9,120.3
30.7,104.1
55.7,37.6
28.6,115.9
-3.3,-41.4
34,-117.9
49.8,24
55.7,37.6
32.1,118.8
47.5,42.2
51.2,58.3
30,31.2
55.8,49.2
57.2,65.5
56.1,47.3
30.7,104.1
32.1,118.8
50.5,30.5
55.9,26.5
37.5,127
54.3,48.4
50.4,30.5
36.1,103.8
51.7,55.4
48.5,32.3
28.6,115.9
28.6,115.9
48.7,44.5
51.8,55.1
30.7,104.1
58.5,31.3
44.5,34.2
48.5,32.3
56.8,53.2
28.6,115.9
37.5,127
22.4,114.1
26.1,119.3
54.3,37.5
51.2,58.3
51.2,58.3
51.3,58.2
30.3,120.2
5,8.3
48,37.8
53.9,27.6
28.6,115.9
57.8,40.9
25,121.5
51.7,55.4
-22.8,-43.2
55.2,61.4
31.9,117.3
50.5,30.5
28.6,115.9
29.9,121.5
48.5,32.3
24.1,120.7
51.7,39.2
29.9,121.5
30.9,-89.9
50,36.3
32.1,118.8
44.8,33.9
45.5,-73.6
34.8,113.7
55.2,61.4
56.9,60.6
43.2,-77.7
53.9,27.6
55.7,37.6
30.3,120.2
56.8,53.2
51.7,55.4
42.7,23.3
53.2,50.1
37.8,-97.8
28.6,115.9
28.6,115.9
32.7,-117.2
36.7,117
51.9,36.3
22.5,114.1
31.5,34.8
31.5,74.4
30.7,104.1
30.7,104.1
57,24.1
32.1,118.8
24.9,118.6
53.5,49.3
50.5,30.5
28.6,115.9
46.3,48
-22.8,-43.2
29.9,121.5
-18.8,-41.9
44.9,40.6
57.2,65.5
51.7,55.4
50.4,30.5
48.5,35
28.6,115.9
55.7,37.6
51.7,55.4
48.9,2.3
56.9,24.3
45.3,-73.9
55,50.1
55.2,61.4
29.9,121.5
55.8,49.1
48.9,2.3
30.7,104.1
-23.2,-47.5
38.7,-77.2
9.4,-79.9
-22.9,-42
13.7,100.5
56.1,47.3
55.2,61.4
28.6,115.9
53.5,49.3
55.7,37.6
45.5,-73.6
50.4,30.5
37.5,127
50.5,30.5
52.5,-106.7
40.4,-3.7
28.6,115.9
28.6,115.9
28.6,115.9
45.5,-73.6
34.8,113.7
37.8,-97.8
35.2,115.4
52.5,13.4
50.4,30.5
28.6,115.9
55.7,37.6
25,121.5
53.3,141.5
41.1,-73.4
32.1,118.8
28.6,115.9
56.4,24.2
48.9,2.3
52.6,19.1
22.5,114.1
55.2,61.4
57.4,41.3
1.3,103.9
41.9,-87.6
29.9,121.5
29.9,121.5
51.2,58.6
55.7,37.6
50.5,30.5
28.6,115.9
58.1,52.7
48,68
-39.8,-73.2
55.9,37.7
28.6,115.9
30.3,120.2
23.5,121
51.3,12.4
55.8,38
36.1,103.8
40.2,44.5
28.6,115.9
48.5,35
53.2,50.1
50.4,30.5
48.9,2.3
55.8,37.6
25,121.5
56.8,53.2
48.6,45.7
48,37.8
50.6,36.6
29.9,121.5
25,121.3
29.9,121.5
55.9,37.8
56.4,24.2
30.6,114.3
44.7,37.8
29.9,121.5
50.4,30.5
51.5,-0.1
51.7,55.4
51.9,36.3
-20,-43.9
54.7,20.5
30.7,104.1
34.1,-118.3
32.1,118.8
50.4,30.5
45,34.1
55.7,37.6
17.4,78.5
45.5,-73.6
